REF_DATE,GEO,DGUID,Gender (3a),Age (8G),Statistics (5),Coordinate,Indigenous identity (9):Total - Indigenous identity[1],Symbol,Indigenous identity (9):Indigenous identity[2],Symbol,Indigenous identity (9):Single Indigenous responses[3],Symbol,Indigenous identity (9):First Nations (North American Indian)[4],Symbol,Indigenous identity (9):Métis[5],Symbol,Indigenous identity (9):Inuk (Inuit)[6],Symbol,Indigenous identity (9):Multiple Indigenous responses[7],Symbol,Indigenous identity (9):Indigenous responses not included elsewhere[8],Symbol,Indigenous identity (9):Non-Indigenous identity[9],Symbol
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,35 to 44 years,% distribution (2016),90.3.5.4,100,,7.4,,7.4,,0,,7.4,,0,,0,,0,,92.6,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,35 to 44 years,% change (2016 to 2021),90.3.5.5,22.2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,32,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,45 to 54 years,2021 Counts,90.3.6.1,205,,10,,10,,0,,0,,0,,0,,0,,195,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,45 to 54 years,2016 Counts,90.3.6.2,220,,0,,0,,0,,0,,0,,0,,0,,215,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,45 to 54 years,% distribution (2021),90.3.6.3,100,,4.9,,4.9,,0,,0,,0,,0,,0,,95.1,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,45 to 54 years,% distribution (2016),90.3.6.4,100,,0,,0,,0,,0,,0,,0,,0,,97.7,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,45 to 54 years,% change (2016 to 2021),90.3.6.5,-6.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,55 to 64 years,2021 Counts,90.3.7.1,225,,0,,0,,0,,0,,0,,0,,0,,220,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,55 to 64 years,2016 Counts,90.3.7.2,165,,0,,0,,0,,0,,0,,0,,0,,155,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,55 to 64 years,% distribution (2021),90.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,97.8,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,55 to 64 years,% distribution (2016),90.3.7.4,100,,0,,0,,0,,0,,0,,0,,0,,93.9,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,55 to 64 years,% change (2016 to 2021),90.3.7.5,40.6,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,41.9,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,65 years and over,2021 Counts,90.3.8.1,180,,0,,0,,0,,0,,0,,0,,0,,175,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,65 years and over,2016 Counts,90.3.8.2,195,,0,,0,,0,,0,,0,,0,,0,,190,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,65 years and over,% distribution (2021),90.3.8.3,100,,0,,0,,0,,0,,0,,0,,0,,97.2,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,65 years and over,% distribution (2016),90.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,97.4,
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,Women+,65 years and over,% change (2016 to 2021),90.3.8.5,-10.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-10.3,
2021,Bauline,2021A00051001512,Total - Gender,Total - Age,2021 Counts,91.1.1.1,315,,25,,25,,0,,0,,0,,0,,0,,295,
2021,Bauline,2021A00051001512,Total - Gender,Total - Age,2016 Counts,91.1.1.2,455,,0,,0,,0,,0,,0,,0,,0,,455,
2021,Bauline,2021A00051001512,Total - Gender,Total - Age,% distribution (2021),91.1.1.3,100,,7.9,,7.9,,0,,0,,0,,0,,0,,93.7,
2021,Bauline,2021A00051001512,Total - Gender,Total - Age,% distribution (2016),91.1.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,Total - Age,% change (2016 to 2021),91.1.1.5,-30.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-35.2,
2021,Bauline,2021A00051001512,Total - Gender,0 to 14 years,2021 Counts,91.1.2.1,35,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Total - Gender,0 to 14 years,2016 Counts,91.1.2.2,85,,0,,0,,0,,0,,0,,0,,0,,85,
2021,Bauline,2021A00051001512,Total - Gender,0 to 14 years,% distribution (2021),91.1.2.3,100,,0,,0,,0,,0,,0,,0,,0,,85.7,
2021,Bauline,2021A00051001512,Total - Gender,0 to 14 years,% distribution (2016),91.1.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,0 to 14 years,% change (2016 to 2021),91.1.2.5,-58.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Total - Gender,15 to 24 years,2021 Counts,91.1.3.1,35,,10,,10,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Total - Gender,15 to 24 years,2016 Counts,91.1.3.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Total - Gender,15 to 24 years,% distribution (2021),91.1.3.3,100,,28.6,,28.6,,0,,0,,0,,0,,0,,85.7,
2021,Bauline,2021A00051001512,Total - Gender,15 to 24 years,% distribution (2016),91.1.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,15 to 24 years,% change (2016 to 2021),91.1.3.5,16.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Total - Gender,25 to 34 years,2021 Counts,91.1.4.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Total - Gender,25 to 34 years,2016 Counts,91.1.4.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Bauline,2021A00051001512,Total - Gender,25 to 34 years,% distribution (2021),91.1.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,25 to 34 years,% distribution (2016),91.1.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,25 to 34 years,% change (2016 to 2021),91.1.4.5,-37.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-37.5,
2021,Bauline,2021A00051001512,Total - Gender,35 to 44 years,2021 Counts,91.1.5.1,60,,10,,10,,0,,0,,0,,0,,0,,50,
2021,Bauline,2021A00051001512,Total - Gender,35 to 44 years,2016 Counts,91.1.5.2,90,,0,,0,,0,,0,,0,,0,,0,,90,
2021,Bauline,2021A00051001512,Total - Gender,35 to 44 years,% distribution (2021),91.1.5.3,100,,16.7,,16.7,,0,,0,,0,,0,,0,,83.3,
2021,Bauline,2021A00051001512,Total - Gender,35 to 44 years,% distribution (2016),91.1.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,35 to 44 years,% change (2016 to 2021),91.1.5.5,-38.9,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-44.4,
2021,Bauline,2021A00051001512,Total - Gender,45 to 54 years,2021 Counts,91.1.6.1,45,,0,,0,,0,,0,,0,,0,,0,,45,
2021,Bauline,2021A00051001512,Total - Gender,45 to 54 years,2016 Counts,91.1.6.2,65,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Bauline,2021A00051001512,Total - Gender,45 to 54 years,% distribution (2021),91.1.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,45 to 54 years,% distribution (2016),91.1.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,45 to 54 years,% change (2016 to 2021),91.1.6.5,-30.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-30.8,
2021,Bauline,2021A00051001512,Total - Gender,55 to 64 years,2021 Counts,91.1.7.1,60,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Bauline,2021A00051001512,Total - Gender,55 to 64 years,2016 Counts,91.1.7.2,95,,0,,0,,0,,0,,0,,0,,0,,95,
2021,Bauline,2021A00051001512,Total - Gender,55 to 64 years,% distribution (2021),91.1.7.3,100,,0,,0,,0,,0,,0,,0,,0,,91.7,
2021,Bauline,2021A00051001512,Total - Gender,55 to 64 years,% distribution (2016),91.1.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,55 to 64 years,% change (2016 to 2021),91.1.7.5,-36.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-36.8,
2021,Bauline,2021A00051001512,Total - Gender,65 years and over,2021 Counts,91.1.8.1,55,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Bauline,2021A00051001512,Total - Gender,65 years and over,2016 Counts,91.1.8.2,55,,0,,0,,0,,0,,0,,0,,0,,55,
2021,Bauline,2021A00051001512,Total - Gender,65 years and over,% distribution (2021),91.1.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,65 years and over,% distribution (2016),91.1.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Total - Gender,65 years and over,% change (2016 to 2021),91.1.8.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Bauline,2021A00051001512,Men+,Total - Age,2021 Counts,91.2.1.1,160,,15,,15,,0,,0,,0,,0,,0,,140,
2021,Bauline,2021A00051001512,Men+,Total - Age,2016 Counts,91.2.1.2,245,,0,,0,,0,,0,,0,,0,,0,,245,
2021,Bauline,2021A00051001512,Men+,Total - Age,% distribution (2021),91.2.1.3,100,,9.4,,9.4,,0,,0,,0,,0,,0,,87.5,
2021,Bauline,2021A00051001512,Men+,Total - Age,% distribution (2016),91.2.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,Total - Age,% change (2016 to 2021),91.2.1.5,-36.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-40.8,
2021,Bauline,2021A00051001512,Men+,0 to 14 years,2021 Counts,91.2.2.1,20,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Men+,0 to 14 years,2016 Counts,91.2.2.2,65,,0,,0,,0,,0,,0,,0,,0,,65,
2021,Bauline,2021A00051001512,Men+,0 to 14 years,% distribution (2021),91.2.2.3,100,,0,,0,,0,,0,,0,,0,,0,,75,
2021,Bauline,2021A00051001512,Men+,0 to 14 years,% distribution (2016),91.2.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,0 to 14 years,% change (2016 to 2021),91.2.2.5,-69.2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Men+,15 to 24 years,2021 Counts,91.2.3.1,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Bauline,2021A00051001512,Men+,15 to 24 years,2016 Counts,91.2.3.2,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Bauline,2021A00051001512,Men+,15 to 24 years,% distribution (2021),91.2.3.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,15 to 24 years,% distribution (2016),91.2.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,15 to 24 years,% change (2016 to 2021),91.2.3.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Men+,25 to 34 years,2021 Counts,91.2.4.1,20,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Bauline,2021A00051001512,Men+,25 to 34 years,2016 Counts,91.2.4.2,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Men+,25 to 34 years,% distribution (2021),91.2.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,25 to 34 years,% distribution (2016),91.2.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,25 to 34 years,% change (2016 to 2021),91.2.4.5,0,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,
2021,Bauline,2021A00051001512,Men+,35 to 44 years,2021 Counts,91.2.5.1,35,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Men+,35 to 44 years,2016 Counts,91.2.5.2,35,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Bauline,2021A00051001512,Men+,35 to 44 years,% distribution (2021),91.2.5.3,100,,0,,0,,0,,0,,0,,0,,0,,71.4,
2021,Bauline,2021A00051001512,Men+,35 to 44 years,% distribution (2016),91.2.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,35 to 44 years,% change (2016 to 2021),91.2.5.5,-14.3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-14.3,
2021,Bauline,2021A00051001512,Men+,45 to 54 years,2021 Counts,91.2.6.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Men+,45 to 54 years,2016 Counts,91.2.6.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Men+,45 to 54 years,% distribution (2021),91.2.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,45 to 54 years,% distribution (2016),91.2.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,45 to 54 years,% change (2016 to 2021),91.2.6.5,-66.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-66.7,
2021,Bauline,2021A00051001512,Men+,55 to 64 years,2021 Counts,91.2.7.1,35,,0,,0,,0,,0,,0,,0,,0,,35,
2021,Bauline,2021A00051001512,Men+,55 to 64 years,2016 Counts,91.2.7.2,45,,0,,0,,0,,0,,0,,0,,0,,45,
2021,Bauline,2021A00051001512,Men+,55 to 64 years,% distribution (2021),91.2.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,55 to 64 years,% distribution (2016),91.2.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,55 to 64 years,% change (2016 to 2021),91.2.7.5,-22.2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-33.3,
2021,Bauline,2021A00051001512,Men+,65 years and over,2021 Counts,91.2.8.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Men+,65 years and over,2016 Counts,91.2.8.2,40,,0,,0,,0,,0,,0,,0,,0,,40,
2021,Bauline,2021A00051001512,Men+,65 years and over,% distribution (2021),91.2.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,65 years and over,% distribution (2016),91.2.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Men+,65 years and over,% change (2016 to 2021),91.2.8.5,-25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-25,
2021,Bauline,2021A00051001512,Women+,Total - Age,2021 Counts,91.3.1.1,160,,0,,0,,0,,0,,0,,0,,0,,150,
2021,Bauline,2021A00051001512,Women+,Total - Age,2016 Counts,91.3.1.2,210,,0,,0,,0,,0,,0,,0,,0,,210,
2021,Bauline,2021A00051001512,Women+,Total - Age,% distribution (2021),91.3.1.3,100,,0,,0,,0,,0,,0,,0,,0,,93.8,
2021,Bauline,2021A00051001512,Women+,Total - Age,% distribution (2016),91.3.1.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,Total - Age,% change (2016 to 2021),91.3.1.5,-26.2,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-28.6,
2021,Bauline,2021A00051001512,Women+,0 to 14 years,2021 Counts,91.3.2.1,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Women+,0 to 14 years,2016 Counts,91.3.2.2,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Women+,0 to 14 years,% distribution (2021),91.3.2.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,0 to 14 years,% distribution (2016),91.3.2.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,0 to 14 years,% change (2016 to 2021),91.3.2.5,-40,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Women+,15 to 24 years,2021 Counts,91.3.3.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Women+,15 to 24 years,2016 Counts,91.3.3.2,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Women+,15 to 24 years,% distribution (2021),91.3.3.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,15 to 24 years,% distribution (2016),91.3.3.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,15 to 24 years,% change (2016 to 2021),91.3.3.5,66.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-100,
2021,Bauline,2021A00051001512,Women+,25 to 34 years,2021 Counts,91.3.4.1,10,,0,,0,,0,,0,,0,,0,,0,,10,
2021,Bauline,2021A00051001512,Women+,25 to 34 years,2016 Counts,91.3.4.2,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Women+,25 to 34 years,% distribution (2021),91.3.4.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,25 to 34 years,% distribution (2016),91.3.4.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,25 to 34 years,% change (2016 to 2021),91.3.4.5,-60,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-60,
2021,Bauline,2021A00051001512,Women+,35 to 44 years,2021 Counts,91.3.5.1,25,,0,,0,,0,,0,,0,,0,,0,,20,
2021,Bauline,2021A00051001512,Women+,35 to 44 years,2016 Counts,91.3.5.2,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Bauline,2021A00051001512,Women+,35 to 44 years,% distribution (2021),91.3.5.3,100,,0,,0,,0,,0,,0,,0,,0,,80,
2021,Bauline,2021A00051001512,Women+,35 to 44 years,% distribution (2016),91.3.5.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,35 to 44 years,% change (2016 to 2021),91.3.5.5,-40,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-60,
2021,Bauline,2021A00051001512,Women+,45 to 54 years,2021 Counts,91.3.6.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Women+,45 to 54 years,2016 Counts,91.3.6.2,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Women+,45 to 54 years,% distribution (2021),91.3.6.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,45 to 54 years,% distribution (2016),91.3.6.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,45 to 54 years,% change (2016 to 2021),91.3.6.5,16.7,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,16.7,
2021,Bauline,2021A00051001512,Women+,55 to 64 years,2021 Counts,91.3.7.1,25,,0,,0,,0,,0,,0,,0,,0,,25,
2021,Bauline,2021A00051001512,Women+,55 to 64 years,2016 Counts,91.3.7.2,50,,0,,0,,0,,0,,0,,0,,0,,50,
2021,Bauline,2021A00051001512,Women+,55 to 64 years,% distribution (2021),91.3.7.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,55 to 64 years,% distribution (2016),91.3.7.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,55 to 64 years,% change (2016 to 2021),91.3.7.5,-50,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,-50,
2021,Bauline,2021A00051001512,Women+,65 years and over,2021 Counts,91.3.8.1,30,,0,,0,,0,,0,,0,,0,,0,,30,
2021,Bauline,2021A00051001512,Women+,65 years and over,2016 Counts,91.3.8.2,15,,0,,0,,0,,0,,0,,0,,0,,15,
2021,Bauline,2021A00051001512,Women+,65 years and over,% distribution (2021),91.3.8.3,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,65 years and over,% distribution (2016),91.3.8.4,100,,0,,0,,0,,0,,0,,0,,0,,100,
2021,Bauline,2021A00051001512,Women+,65 years and over,% change (2016 to 2021),91.3.8.5,25,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,
2021,Paradise,2021A00051001517,Total - Gender,Total - Age,2021 Counts,92.1.1.1,22800,,855,,775,,505,,205,,60,,0,,80,,21940,
2021,Paradise,2021A00051001517,Total - Gender,Total - Age,2016 Counts,92.1.1.2,21235,,875,,855,,610,,185,,65,,0,,15,,20360,
2021,Paradise,2021A00051001517,Total - Gender,Total - Age,% distribution (2021),92.1.1.3,100,,3.8,,3.4,,2.2,,0.9,,0.3,,0,,0.4,,96.2,
2021,Paradise,2021A00051001517,Total - Gender,Total - Age,% distribution (2016),92.1.1.4,100,,4.1,,4,,2.9,,0.9,,0.3,,0,,0.1,,95.9,
2021,Paradise,2021A00051001517,Total - Gender,Total - Age,% change (2016 to 2021),92.1.1.5,7.3,,-1.7,,-9.4,,-17.2,,13.5,,0,,0,...,466.7,,7.8,
2021,Paradise,2021A00051001517,Total - Gender,0 to 14 years,2021 Counts,92.1.2.1,4510,,205,,180,,120,,40,,15,,0,,30,,4305,
2021,Paradise,2021A00051001517,Total - Gender,0 to 14 years,2016 Counts,92.1.2.2,4615,,275,,275,,205,,40,,25,,0,,0,,4345,
2021,Paradise,2021A00051001517,Total - Gender,0 to 14 years,% distribution (2021),92.1.2.3,100,,4.5,,4,,2.7,,0.9,,0.3,,0,,0.7,,95.5,
2021,Paradise,2021A00051001517,Total - Gender,0 to 14 years,% distribution (2016),92.1.2.4,100,,6,,6,,4.4,,0.9,,0.5,,0,,0,,94.1,
2021,Paradise,2021A00051001517,Total - Gender,0 to 14 years,% change (2016 to 2021),92.1.2.5,-2.4,,-25.5,,-36.4,,-41.5,,12.5,,-40,,0,...,0,...,-1,
2021,Paradise,2021A00051001517,Total - Gender,15 to 24 years,2021 Counts,92.1.3.1,2775,,125,,115,,80,,30,,0,,0,,15,,2655,
2021,Paradise,2021A00051001517,Total - Gender,15 to 24 years,2016 Counts,92.1.3.2,2265,,110,,105,,85,,10,,15,,0,,0,,2155,
2021,Paradise,2021A00051001517,Total - Gender,15 to 24 years,% distribution (2021),92.1.3.3,100,,4.5,,4.1,,2.9,,1.1,,0,,0,,0.5,,95.7,
2021,Paradise,2021A00051001517,Total - Gender,15 to 24 years,% distribution (2016),92.1.3.4,100,,4.9,,4.6,,3.8,,0.4,,0.7,,0,,0,,95.1,
2021,Paradise,2021A00051001517,Total - Gender,15 to 24 years,% change (2016 to 2021),92.1.3.5,22.7,,13.6,,4.8,,-11.8,,200,,-100,,0,...,0,...,23,
2021,Paradise,2021A00051001517,Total - Gender,25 to 34 years,2021 Counts,92.1.4.1,3050,,165,,165,,100,,45,,15,,0,,0,,2890,
2021,Paradise,2021A00051001517,Total - Gender,25 to 34 years,2016 Counts,92.1.4.2,3540,,135,,125,,95,,30,,0,,0,,0,,3410,
2021,Paradise,2021A00051001517,Total - Gender,25 to 34 years,% distribution (2021),92.1.4.3,100,,5.4,,5.4,,3.3,,1.5,,0.5,,0,,0,,94.8,
2021,Paradise,2021A00051001517,Total - Gender,25 to 34 years,% distribution (2016),92.1.4.4,100,,3.8,,3.5,,2.7,,0.8,,0,,0,,0,,96.3,
2021,Paradise,2021A00051001517,Total - Gender,25 to 34 years,% change (2016 to 2021),92.1.4.5,-13.7,,22.2,,23.1,,5.3,,66.7,,0,...,0,...,0,...,-15.4,
2021,Paradise,2021A00051001517,Total - Gender,35 to 44 years,2021 Counts,92.1.5.1,3910,,165,,155,,105,,45,,10,,0,,10,,3745,
2021,Paradise,2021A00051001517,Total - Gender,35 to 44 years,2016 Counts,92.1.5.2,3885,,155,,155,,110,,30,,10,,0,,0,,3735,
2021,Paradise,2021A00051001517,Total - Gender,35 to 44 years,% distribution (2021),92.1.5.3,100,,4.2,,4,,2.7,,1.2,,0.3,,0,,0.3,,95.8,
2021,Paradise,2021A00051001517,Total - Gender,35 to 44 years,% distribution (2016),92.1.5.4,100,,4,,4,,2.8,,0.8,,0.3,,0,,0,,96.1,
2021,Paradise,2021A00051001517,Total - Gender,35 to 44 years,% change (2016 to 2021),92.1.5.5,0.8,,3.2,,0,,0,...,0,...,0,...,0,...,0,...,0,...
2021,Paradise,2021A00051001517,Total - Gender,45 to 54 years,2021 Counts,92.1.6.1,3700,,110,,90,,55,,25,,0,,0,,20,,3585,
2021,Paradise,2021A00051001517,Total - Gender,45 to 54 years,2016 Counts,92.1.6.2,3185,,130,,125,,85,,25,,15,,0,,0,,3055,
2021,Paradise,2021A00051001517,Total - Gender,45 to 54 years,% distribution (2021),92.1.6.3,100,,3,,2.4,,1.5,,0.7,,0,,0,,0.5,,96.9,
2021,Paradise,2021A00051001517,Total - Gender,45 to 54 years,% distribution (2016),92.1.6.4,100,,4.1,,3.9,,2.7,,0.8,,0.5,,0,,0,,95.9,
2021,Paradise,2021A00051001517,Total - Gender,45 to 54 years,% change (2016 to 2021),92.1.6.5,16,,-19.2,,-28,,-35.3,,20,,-33.3,,0,...,0,...,17.3,
2021,Paradise,2021A00051001517,Total - Gender,55 to 64 years,2021 Counts,92.1.7.1,2570,,60,,55,,35,,15,,0,,0,,0,,2510,
2021,Paradise,2021A00051001517,Total - Gender,55 to 64 years,2016 Counts,92.1.7.2,2120,,30,,30,,20,,15,,0,,0,,0,,2085,
2021,Paradise,2021A00051001517,Total - Gender,55 to 64 years,% distribution (2021),92.1.7.3,100,,2.3,,2.1,,1.4,,0.6,,0,,0,,0,,97.7,
2021,Paradise,2021A00051001517,Total - Gender,55 to 64 years,% distribution (2016),92.1.7.4,100,,1.4,,1.4,,0.9,,0.7,,0,,0,,0,,98.3,
2021,Paradise,2021A00051001517,Total - Gender,55 to 64 years,% change (2016 to 2021),92.1.7.5,21.2,,100,,83.3,,75,,0,,0,...,0,...,0,...,20.4,
2021,Paradise,2021A00051001517,Total - Gender,65 years and over,2021 Counts,92.1.8.1,2285,,25,,20,,15,,0,,0,,0,,0,,2255,
2021,Paradise,2021A00051001517,Total - Gender,65 years and over,2016 Counts,92.1.8.2,1620,,40,,40,,10,,30,,0,,0,,0,,1580,
2021,Paradise,2021A00051001517,Total - Gender,65 years and over,% distribution (2021),92.1.8.3,100,,1.1,,0.9,,0.7,,0,,0,,0,,0,,98.7,
2021,Paradise,2021A00051001517,Total - Gender,65 years and over,% distribution (2016),92.1.8.4,100,,2.5,,2.5,,0.6,,1.9,,0,,0,,0,,97.5,
2021,Paradise,2021A00051001517,Total - Gender,65 years and over,% change (2016 to 2021),92.1.8.5,40.7,,-25,,-37.5,,50,,-100,,0,...,0,...,0,...,42.7,
